URL;Gibt es eine Kooperation? ;interessant?;Art des Inhalts;Art des Inhalts genau;Text des Links;Zusammenfassung;Zielgruppe;Firmensitz;Kostenmodell;Schwerpunkt;Technologie-Fokus;Sprache;Aktualität;DSGVO Text;DSGVO Ja/Nein;Provision;Wettbewerber;Relevanz KI-Coaching Bewertung;Relevanz KI-Coaching Begründung;Produktkategorie;Letzter Check;;;;
linkedin.com/posts/birgit-permantier-371372147_hier-kommt-mal-wieder-ein-nebenprodukt-meiner-activity-7424131907124224000-ePZQ/;;;Social Media Post (inkl. Grafik/Impuls);;LinkedIn-Post: „Hier kommt mal wieder ein Nebenprodukt meiner Aktivitäten…“ (Birgit Permantier);Birgit Permantier teilt einen Impuls/Output aus ihrer Arbeit (Modell/Canvas) zu Haltung & Transformation (u.a. „6 Haltungen“ ICH–WIR–ALLE) als Rahmen für persönliche/organisationale Entwicklung.;Business Coaches, HR/Organisationsentwicklung, Führungskräfte, Transformations-/Change-Interessierte;Birgit Permantier, Berlin (Deutschland);"Kostenloser Post; zugrundeliegende Angebote (Coaching/Trainings/Bücher) kostenpflichtig";Haltung/Mindset, Führung, Transformation, Entwicklungsmodelle;"Kein Tech-Fokus (Coaching-Framework; Plattform LinkedIn)";Deutsch;2023/2024 (ca.);Datenschutz über LinkedIn (Standard-Privacy/Tracking).;Ja;Keine;"Spiral Dynamics, Kegan, Loevinger/Ich-Entwicklung; ähnliche Mindset-Frameworks";Mittel bis hoch; als Framework gut für KI-Coaching-Prompts/Diagnostik, aber kein KI-Produkt;;;;;;
linkedin.com/pulse/build-your-own-ai-coaching-app-rocky-ai-q0uzf/?trackingId=dQlcpU%2FqRLC%2BATMW9g5Edw%3D%3D;;;LinkedIn Pulse Artikel;;LinkedIn Pulse: Build your own AI coaching app (Rocky.ai);LinkedIn-Artikel über „AI Coaching Apps“ (Rocky.ai): Micro-Coaching, tägliche Reflexionsdialoge, Frameworks/positive Psychologie und Personalisierung/White-Label-Ansätze.;Coaches, HR/L&D, Produkt-/Innovations-Interessierte;nicht verfügbar;"Kostenlos (LinkedIn; ggf. Login erforderlich)";KI-Coaching, Micro-Coaching, Self-coaching Frameworks;Conversational AI, Coaching-Workflows;Englisch;nicht verfügbar;"LinkedIn-Inhalt ggf. eingeschränkt (Login). Rocky.ai Privacy/GDPR separat vorhanden; Details aus dem Pulse-Link: nicht verfügbar.";nicht verfügbar;Keine;BetterUp, CoachHub, Rocky.ai, Wysa;Mittel; relevanter Content, aber Zugriff ggf. eingeschränkt;;;;;;
linkedin.com/search/results/products/?origin=PRODUCT_PAGE_CATEGORY_CANNED_SEARCH&productCategory=%5B%221571%22%5D;;;Such-/Listing-Seite;;LinkedIn Product Search Results (Kategorie-Seite);LinkedIn-Suchergebnisseite für Produktseiten (B2B-Marktplatz): dient der Produkt-Discovery, Reviews/Social Proof und Lead-Generierung („Request demo“ etc.) innerhalb einer Kategorie.;B2B Buyer/Entscheider, IT/Procurement, Anbieter/Vendors;LinkedIn (global);"Nutzer: kostenlos; Anbieter: teils Paid Features (Lead Gen/Ads/Analytics)";B2B-Software-Suche, Reviews, Lead-Gen;"Marketplace/Reviews, B2B Listings; häufig SaaS/AI/Automation im Angebot";Primär Englisch (UI), Inhalte je Anbieter;Laufend;"LinkedIn Privacy (GDPR-konform in EWR); bei „Request demo“ werden Daten an Anbieter geteilt (Vendor Privacy gilt zusätzlich).";Ja;Unklar (Lead-Gen/Ads statt Affiliate);G2, Capterra, GetApp, SoftwareAdvice;Mittel; wichtig zur Tool-Recherche (inkl. AI-Coaching-Tools), aber kein einzelnes Produkt;;;;;;
linoris.ai/;Ja;Ja;AI-Coaching-Service (B2C);;Linoris – Life Coaching: Dein Anker in stürmischen Zeiten;"Linoris ist ein KI-gestützter Life-Coach (24/7, anonym/wertfrei) für psychologische Entlastung und Klarheit bei Druck, Krisen und Überlastung; basiert auf psychologischen Modellen.";Privatpersonen (Stress, Überlastung, persönliche/berufliche Krisen);"DACH-Kontext (Legal/Payment-Formulierungen); konkreter Firmensitz auf Landingpage nicht klar";"Pakete: z.B. 59,99€ einmalig für 3 Sessions; Geld-zurück (14 Tage); weitere Pakete/Abos erwähnt";Life Coaching, Stressmanagement, persönliche Entwicklung;Conversational AI/LLM, digitale Coaching-Sessions;Deutsch;2024–2026 (Copyright-Kontext);"Betont Anonymität; Datenschutzerklärung/Impressum verlinkt (Details dort).";Ja;Keine;Wysa/Woebot/Youper (Mental Health), Replika (Companion), human Life Coaches;Hoch; dedizierter KI-Life-Coach;;;;;;
lyrahealth.com/;;;Produkt-/Anbieterseite;;Lyra Health;B2B Mental-Health-Plattform: Coaching, Therapie, Matching und digitale Angebote für Mitarbeitende.;Unternehmen, Mitarbeitende;USA (nicht verfügbar);B2B (vertraglich);Wellbeing & Coaching;Digitale Plattform + menschliche Coaches/Therapeut:innen;Englisch;nicht verfügbar;"Privacy Policy vorhanden; DSGVO-Details nicht geprüft.";Ja;Affiliate/Provision nicht verfügbar;Spring Health, Modern Health, Headspace, Likeminded;Mittel;;;;;;;
management-campus.handelsblatt.com/produkt/ki-in-training-coaching-und-consulting/;;;E-Learning Produktseite;;Handelsblatt Management Campus: KI in Training/Coaching/Consulting;E-Learning Masterclass (ca. 12h, Videos + Live Networking): KI praktisch in Training, Coaching und Consulting einsetzen, neue Formate/Angebote entwickeln, Best Practices.;"Trainer, Coaches, Consultants, Facilitators; HR/OE";Düsseldorf, Deutschland (Handelsblatt Media Group);Kurs pro Teilnehmer (Preis variiert/Netto) – nicht verfügbar;KI-Produktivität in Beratung/Coaching;Tooling/Workflows, rechtssicherer Einsatz (EU AI Act Kontext);Deutsch;nicht verfügbar;"Datenschutzerklärung vorhanden (Handelsblatt); DSGVO.";Ja;Keine;Udemy, LinkedIn Learning, Haufe Akademie;Hoch;;;;;;;
masterplan.com/masterplan-pace;;;Produktseite;;Masterplan PACE;AI-Coach-Funktion in Masterplan (Learning Engagement Platform): Chat-basierte Simulationen/Roleplay und Feedback, um Kurswissen in Praxis zu transferieren.;"B2B (Unternehmen, HR/L&D); Mitarbeitende";Berlin, Deutschland;B2B Subscription/Lizenzen (Quote);Corporate Learning / Upskilling;AI Coach (Chat/Simulation), Learning Paths;Deutsch/Englisch;nicht verfügbar;"GDPR; ISO27001/TISAX kommuniziert; DPA für B2B üblich.";Ja;Affiliate/Provision nicht verfügbar;Docebo, 360Learning, Coursera for Business, Degreed;Mittel;;;;;;;
meditopia.com/de/plans;;;Pricing-Seite (App/Service);;Meditopia – Pakete & Preise;"Preis-/Plan-Seite von Meditopia: Meditation- und Wellbeing-App (Meditationen, Schlaf, Achtsamkeit) mit B2C-Abos und B2B-Angeboten für Teams; inkl. KI-Mentor („SOUL“) für personalisierte Unterstützung.";B2C (Stress/Schlaf/Achtsamkeit), B2B/HR (Wellbeing für Mitarbeitende);The Meditation Company GmbH, Berlin (DE) / Istanbul (TR);"Freemium + Premium-Abos (mehrere Laufzeiten); Business-Preise abhängig von Teamgröße";Mentales Wohlbefinden, Stressreduktion, Schlaf, Resilienz;Mobile App/Web, Integrationen (z.B. Slack/Teams genannt), KI-Personalisierung (SOUL);Mehrsprachig (u.a. Deutsch/Englisch/Türkisch);2024/2025 Kontext (u.a. Report 2025 erwähnt);"DSGVO-konform; Kontakt/Datenschutz (gdpr@meditopia.com) genannt; Details über Privacy Policy.";Ja;Keine;Headspace, Calm, Insight Timer, 7Mind, Wellhub;Mittel bis hoch; Wellbeing-App mit KI-Mentor (kein klassisches Business-Coaching, aber Coaching-nah);;;;;;
meetfreedo.com/#;;;Ressourcen-/Landingpage (Guides/Content/Community);;MeetFreedo;Plattform von Kirsten Biema mit Ressourcen, Coachings und Tools, um KI im Business produktiv einzusetzen (z.B. Guides zu NotebookLM). Fokus auf Effizienz, Automatisierung und „Deep Research“ im Arbeitsalltag.;Solopreneure, Content Creator, kleine Unternehmen, Wissensarbeiter:innen (KI produktiv nutzen);Kirsten Biema, Deutschland;Lead-Magnet/Freemium (kostenlose Guides) + bezahlte Community/Coachings/Services;KI für Business-Produktivität, Automatisierung, Research-Workflows;NotebookLM, ChatGPT, WhisperFlow/WisprFlow u.a. KI-Tools & Extensions;Deutsch;2025/2026;"Privacy/Impressum typischerweise im Footer; Hinweise zu datenschutzbewusster Tool-Nutzung (z.B. Google Workspace) erwähnt.";Ja;Ja (Affiliate-Links für Tools wie WisprFlow/Tella genannt);"Andere AI-Business-Coaches/Communities; allgemeine AI-Kurse/Automations-Tools";Hoch; direktes KI-Coaching/Enablement für Business-Workflows;;;;;;
mindsatwork.com/immunity-to-change-online/;;;Programm-/Kursseite;;Minds at Work – Immunity to Change;Change-/Coaching-Programm („Immunity to Change“) als Kurs/Framework für persönliche und organisatorische Entwicklung.;Führungskräfte, Teams, Coaches/Facilitators;nicht verfügbar;Kurs-/Programmgebühren;Change & Coaching-Ansatz;Online-Kurs (kein KI-Fokus);Englisch;nicht verfügbar;"Privacy Policy vorhanden; DSGVO-Details nicht geprüft.";Ja;Affiliate/Provision nicht verfügbar;Kotter, Prosci, Leadership Circle, Growthspace;Niedrig;;;;;;;
mindsera.com/;;;Produkt-/Anbieterseite;;Mindsera;KI-gestütztes Journaling/Selbstreflexion mit Analysen, Prompts und Mentoring-Ansatz.;Einzelpersonen, Self-Improvement, Knowledge Worker;nicht verfügbar;SaaS-Abo (Freemium/paid);Selbstcoaching / Mindset;LLM, Textanalyse, personalisierte Reflexionsprompts;Englisch;nicht verfügbar;"Privacy Policy vorhanden; DSGVO-Details nicht geprüft.";Ja;Affiliate/Provision nicht verfügbar;Youper, Woebot, Cass, PocketConfidant;Hoch;;;;;;;
modernhealth.com/;;;Produkt-/Anbieterseite;;Modern Health;B2B Mental-Health-/Wellbeing-Plattform: Coaching, Therapie, Selbsthilfe-Tools und Care-Navigation.;Unternehmen, Mitarbeitende;San Francisco, Kalifornien (USA);B2B (vertraglich/custom);Wellbeing & Coaching;Digitale Plattform + Care-Provider Netzwerk;Englisch;nicht verfügbar;"Privacy Policy vorhanden; DSGVO-Details nicht geprüft.";Ja;Affiliate/Provision nicht verfügbar;Lyra, Spring Health, Headspace for Work, Likeminded;Mittel;;;;;;;
moodmap.com/;;;Produkt-/Anbieterseite;;moodmap;Persönlichkeits-/Team-Entwicklungs-Tool (App + Beratung/Trainings) mit farbcodiertem Profil zur Reflexion von Motiven/Stressmustern und zur Verbesserung von Zusammenarbeit/psychologischer Sicherheit.;Individuen (Selbstreflexion), Teams/Organisationen, HR/Leader, Coaches/Trainer;Wien, Österreich;"Einmalpreis (z.B. Profil/Test) + Pakete/Trainings + Zertifizierung; Team-Angebote auf Anfrage";Persönlichkeitsdiagnostik, Team-/Kulturentwicklung, Selbstcoaching;Digitale Diagnostik + App-gestütztes Selbstcoaching (kein klassisches KI-Coaching im Vordergrund);Deutsch/Englisch (mehrsprachig);nicht verfügbar;"Datenschutzerklärung vorhanden; DSGVO (EU) relevant. Löschung/Support-Kontakt genannt.";Ja;Keine (Produktanbieter);Insights Discovery, DISC, 16Personalities, Gallup CliftonStrengths;Niedrig–Mittel; eher Diagnostik/Team-Tool als KI-Coaching;;;;;;
mursion.com/;;;Produkt-/Anbieterseite;;Mursion;Simulation-/Roleplay-Training (KI-gestützt) für Kommunikation, Leadership, Classroom- und Soft-Skills.;Unternehmen, L&D, Bildung/Training;nicht verfügbar;B2B (custom/vertraglich);Skill Training / Simulation;KI-gestützte Simulationen, Avatare/Roleplay, Analytics;Englisch;nicht verfügbar;"Privacy Policy vorhanden; DSGVO-Details nicht geprüft.";Ja;Affiliate/Provision nicht verfügbar;Talespin, Virti, Rehearsal, Coachvox;Mittel;;;;;;;
nature.com/articles/s44271-025-00387-3;;;Wissenschaftlicher Artikel;;Nature: AI Empathy Choice Paradox (Research);"Studie: Menschen bevorzugen menschliche Empathie als Empfänger, bewerten aber KI-empatische Antworten oft höher (""AI empathy choice paradox"").";"Wissenschaft/HR/HCI/AI-Ethik; Mental-Health/Support Interessierte";"Springer Nature (UK; global)";Wissenschaftsartikel (Zugang je nach Lizenz/Open Access);Empathie, Human-AI Interaction;Forschung (kein Tool);Englisch;2026-01-31;Springer Nature Privacy Policy vorhanden (GDPR-Rechte/Consent/Retention).;Ja;Keine;Ähnliche HCI/AI-Ethics Forschung;Mittel;;;;;;;
neurawork.ai/angebote/;;;Angebotsseite;;NeuraWork: Angebote;"KI-Management-/Beratungsanbieter: KI Business Coaching für Consultants, Transformationsprogramme (AI-Engine), Done-for-you Implementierung & Workshops; Preise als Quote.";KMU (DACH), Beratungen, Solopreneur-Consultants;Ampfing, Deutschland;Beratung/Programme (Quote), Erstgespräch/Workshop;KI-Strategie, Business Coaching, Implementierung;LLM/Automation Enablement, Skalierung von Beratung;Deutsch;nicht verfügbar;"Datenschutzerklärung vorhanden; DSGVO (Art. 6) für Kontakt/Booking/Analytics.";Ja;Affiliate/Provision nicht verfügbar;KI-Beratungen (B2B), Accenture/Capgemini (groß), Boutique AI Consultancies;Mittel;;;;;;;
neurawork.info/ck-welcome;;;Landingpage;;Neurawork – ck-welcome;"Welcome/Thank-you Landingpage (typisch ConvertKit): Onboarding nach Newsletter/Leadmagnet; verweist auf KI-Strategie/Automation-Angebote von Neurawork.";Consultants, KMU, AI-Interessierte (DACH);Deutschland (Neurawork);"Kostenloser Content (Newsletter/Leadmagnet); Services via Quote";KI-Enablement, Automatisierung;Email/Marketing Automation (ConvertKit) + AI Services;Deutsch;nicht verfügbar;"DSGVO relevant; Double-Opt-In/Newsletter-Datenverarbeitung über Drittanbieter (ConvertKit) üblich.";Ja;Keine;Andere KI-Beratungen/Academies;Niedrig–Mittel;;;;;;;
neuroflash.com/de;;;Produkt-/Landingpage;;neuroflash (AI Content & Marketing);SaaS-Plattform für KI-gestützte Content-Erstellung (u.a. Texterstellung, SEO-Checks) plus Wirkungsvorhersage für Copy („PerformanceFlash“) und Brand-Voice/Target-Audience-Settings.;B2B: Marketing-Teams, Agenturen, Content Creator, Copywriter;Hamburg, Deutschland;Freemium + Abo (monatlich/jährlich), Enterprise auf Anfrage;KI-Content/Marketing, Copywriting, SEO, Brand Voice;Generative KI (Text), Brand-Voice-Profile, Predictive Copy Analytics;Deutsch;nicht verfügbar;"Datenschutzerklärung vorhanden (neuroflash.com/de/datenschutz). Hinweis auf DSGVO-konforme Verarbeitung und EU/DE-Hosting; AVV/DPA für B2B.";Ja;Keine (Produktanbieter);Jasper, Copy.ai, Writesonic, ChatGPT, Rytr;Niedrig; kein KI-Coaching-Tool, eher Content/Marketing;;;;;;
neuroflash.com/de/;;;Produkt-/Landingpage;;neuroflash (AI Content & Marketing);SaaS-Plattform für KI-gestützte Content-Erstellung (u.a. Texterstellung, SEO-Checks) plus Wirkungsvorhersage für Copy („PerformanceFlash“) und Brand-Voice/Target-Audience-Settings.;B2B: Marketing-Teams, Agenturen, Content Creator, Copywriter;Hamburg, Deutschland;Freemium + Abo (monatlich/jährlich), Enterprise auf Anfrage;KI-Content/Marketing, Copywriting, SEO, Brand Voice;Generative KI (Text), Brand-Voice-Profile, Predictive Copy Analytics;Deutsch;nicht verfügbar;"Datenschutzerklärung vorhanden (neuroflash.com/de/datenschutz). Hinweis auf DSGVO-konforme Verarbeitung und EU/DE-Hosting; AVV/DPA für B2B.";Ja;Keine (Produktanbieter);Jasper, Copy.ai, Writesonic, ChatGPT, Rytr;Niedrig; kein KI-Coaching-Tool, eher Content/Marketing;;;;;;
neuroflash.com/de/blog/custom-gpt/;;;How-to Blogpost;;neuroflash Blog: Custom GPT erstellen;How-to Artikel zu „Custom GPTs“: erklärt Nutzen (Personalisierung/Effizienz) und wie man einen eigenen GPT für Business/Marketing-Aufgaben erstellt (über OpenAI Builder).;Marketing/Content-Teams, Business Owner, Creator;Hamburg, Deutschland (neuroflash);Kostenloser Blogartikel (Produkt: Freemium + Abo);Custom GPT, Automatisierung, KI-Content im Business;LLM/Custom GPT-Konfiguration (OpenAI), Prompting/Automationslogik;Deutsch;2024-01-12;"Datenschutzerklärung auf neuroflash vorhanden; DSGVO wird kommuniziert.";Ja;Keine (redaktionell);OpenAI Blog/Docs, Anthropic, Jasper (für Content), Zapier AI;Niedrig; Artikel zu GPTs, nicht KI-Coaching;;;;;;
nilohealth.com/de/;;;Produkt-/Anbieterseite;;nilo (Workplace Mental Health);B2B-Plattform für betriebliche mentale Gesundheit: 1:1 Sessions mit Psycholog:innen, Gruppenformate/Workshops, Self-Care-Inhalte und HR-Insights (anonymisiert).;"B2B: HR/People Teams; Endnutzer: Mitarbeitende (teils inkl. Angehörige)";Berlin, Deutschland;B2B-Abo/Vertrag (Preis i.d.R. nach Unternehmensgröße), Demo/Trial möglich;Mental Health, Resilienz, EAP/Employee Wellbeing;Digitale Plattform (Matching/Content/Analytics), Sicherheit/Compliance;Deutsch;nicht verfügbar;"Privacy/GDPR-Policy vorhanden (nilohealth.com/privacy-policy). Angaben zu DSGVO-Konformität und EU/DE-Hosting; Sicherheitsstandards (u.a. ISO/IEC 27001).";Ja;Keine (Produktanbieter);OpenUp, Likeminded, Telus Health, BetterUp (B2B), Headspace for Work;Mittel; Coaching-/Support-Ansatz, aber Fokus mentale Gesundheit (nicht KI-Coaching als Kern);;;;;;
nudgecoach.com/;;;Anbieter-/Produktseite;;Nudge Coach;"Coaching-Plattform für Programme/Tracking; laut Anbieter-Website Betrieb eingestellt.";Coaches, Coaching-Teams;Richmond, Virginia (USA);"SaaS (historisch); Status: eingestellt";Coaching-Administration;Programm-/Habit-Tracking;Englisch;nicht verfügbar;"Privacy Policy vorhanden; DSGVO-Details nicht geprüft.";Ja;Affiliate/Provision nicht verfügbar;Satori, Paperbell, Delenta, CoachAccountable;Mittel;;;;;;;
oliviermythodrama.com/;;;Anbieterseite;;Olivier Mythodrama;Leadership-Development Beratung/Coaching (Mythodrama): nutzt Shakespeare-Stücke, Archetypenpsychologie und Theatermethoden für Präsenz, Kommunikation, Kulturwandel und Executive Coaching.;Executives, Leadership Teams, Organisationen (B2B);London, UK;"Projektbasiert (Bespoke/Quote); ggf. Material/Books im Shop";Leadership Development / Coaching;"Keine KI; archetypisch/erlebnisorientiert (Theater)";Englisch;nicht verfügbar;"Privacy Policy vorhanden; UK GDPR; Rechte auf Auskunft/Löschung/Restriction erwähnt.";Ja;Affiliate/Provision nicht verfügbar;Leadership-Consultancies (e.g., Korn Ferry, The Leadership Circle);Niedrig;;;;;;;
onesome.de/funktionsweise/;;;Produkt-/Anbieterseite;;Onesome (Digital Coaching);Digitale Coaching-Plattform für Persönlichkeitsentwicklung/Selbstwirksamkeit im Arbeitskontext: AI-gestütztes Selbstcoaching als Sparringspartner, Peer-Coaching-Formate und ergänzende Coach-/Workshop-Angebote.;"B2B: Unternehmen/HR; Endnutzer: Mitarbeitende & Führungskräfte";München, Deutschland;Abo/Programmpreise (B2B meist Angebot/Demo), teils Individual-Abo möglich;Selbstwirksamkeit, Leadership, Kommunikation, Resilienz, Change;AI-gestützter Coaching-Dialog, digitale Lern-/Reflexions-Workflows, anonymisierte Insights;Deutsch;nicht verfügbar;"DSGVO-Positionierung vorhanden: vertrauliche Coaching-Daten, Auswertung nur aggregiert/anonymisiert; Datenschutzhinweise auf Website vorhanden.";Ja;Keine (Produktanbieter);BetterUp, CoachHub, Nilo, OpenUp, Leapsome;Hoch; nah an KI-gestütztem (Self-)Coaching im B2B-Kontext;;;;;;
onesome.de/loesung/selbstwirksamkeit/;;;Produkt-/Anbieterseite;;Onesome (Digital Coaching);Digitale Coaching-Plattform für Persönlichkeitsentwicklung/Selbstwirksamkeit im Arbeitskontext: AI-gestütztes Selbstcoaching als Sparringspartner, Peer-Coaching-Formate und ergänzende Coach-/Workshop-Angebote.;"B2B: Unternehmen/HR; Endnutzer: Mitarbeitende & Führungskräfte";München, Deutschland;Abo/Programmpreise (B2B meist Angebot/Demo), teils Individual-Abo möglich;Selbstwirksamkeit, Leadership, Kommunikation, Resilienz, Change;AI-gestützter Coaching-Dialog, digitale Lern-/Reflexions-Workflows, anonymisierte Insights;Deutsch;nicht verfügbar;"DSGVO-Positionierung vorhanden: vertrauliche Coaching-Daten, Auswertung nur aggregiert/anonymisiert; Datenschutzhinweise auf Website vorhanden.";Ja;Keine (Produktanbieter);BetterUp, CoachHub, Nilo, OpenUp, Leapsome;Hoch; nah an KI-gestütztem (Self-)Coaching im B2B-Kontext;;;;;;
openup.com/;;;Produkt-/Anbieterseite;;OpenUp;B2B Mental-Health-Plattform: 1:1 Sessions mit Psycholog:innen/Coaches, Gruppenangebote und Self-Guided Inhalte.;Unternehmen, Mitarbeitende;Amsterdam (Niederlande) + Berlin/London (nicht verfügbar);B2B (vertraglich/custom);Wellbeing & Coaching;Digitale Plattform + Provider-Netzwerk;Englisch/Deutsch;nicht verfügbar;"Privacy Policy vorhanden; DSGVO-Details nicht geprüft.";Ja;Affiliate/Provision nicht verfügbar;Likeminded, Lyra, Spring Health, Modern Health;Mittel;;;;;;;
